Document_ID1	Document_ID2	Similarity
1121	2306	0.7267511589055811
1666	1949	0.9092656687068302
589	887	0.9052630682672632
2067	2652	0.7107455467579926
2149	2159	0.7638639523117854
998	1527	0.7925017900620165
950	1354	0.9456417082034198
750	1047	0.7487962610117347
1809	2665	0.7630372537598238
960	981	0.9946339753502864
104	1623	0.8663553005550602
378	1623	0.8744822170544794
1924	2418	0.7279859530647045
274	700	0.7786804017154572
1084	1818	0.9515283641817778
179	2401	1.0
573	2246	0.764242412283767
1229	1719	0.736480973751383
1848	2141	0.9654202217619959
99	1001	0.8294900347763684
727	2359	0.8022519926171606
1354	1429	0.7992799433846849
1708	2449	0.8812202517993611
210	732	1.0000000000000002
1001	2212	0.7549809317676835
428	2160	0.7414022146845829
346	1680	1.0
1147	2140	0.8943028175335849
713	2585	0.7412246903833453
226	1018	0.7508072115936344
2000	2449	0.9149206135137976
1088	1659	0.7038448114935318
23	1194	0.7042096966431893
503	683	0.9397082158088409
686	999	0.7379892389328225
1946	2632	0.8115024602056347
555	1434	0.7196132522878308
401	2083	0.7643997827846283
248	1324	0.8576198161709153
2006	2581	0.7970237562515994
876	1128	0.7411583858656737
1192	1283	0.7216504580528434
296	1890	0.8914232481026312
159	1074	0.8900926811234189
1274	1821	0.7536838038779382
22	1776	0.7164915046122313
39	2436	1.0000000000000002
1668	1786	0.7514682866732072
433	633	0.8220104690513556
282	1229	0.7046732573633058
316	793	0.755785867231645
1394	2124	0.902357173497268
1240	2624	0.7006709341015634
568	2546	0.8476092110336564
557	1752	1.0000000000000002
1316	1861	1.0
681	1423	0.7269971275912481
228	1038	0.9255374732625793
871	1439	0.7478920227844199
34	1531	0.8664994608105394
1296	1635	0.7095711135642859
587	1040	0.8518803466779913
9	1389	0.7250593680553746
73	769	0.7177133548895238
512	751	0.7432391826980932
42	74	0.7454744814833715
221	1621	0.8167638344476271
546	2102	0.7448904437236443
501	1674	0.7431378139213145
1103	1176	0.8442744746849111
27	867	0.7298627374620238
1591	2046	0.9176247524985024
129	1292	0.9124079138401118
186	282	0.7324152641924263
1417	1877	0.7510414862244628
450	1877	0.8865005105820005
1409	2532	0.707453386569064
1376	2698	0.7214812669761814
1360	2323	0.7404119194447762
2512	2585	0.7130935920605462
171	943	1.0
615	2377	0.753318417581434
349	2330	0.706437673584155
848	1114	0.8014734335744607
1532	1797	0.8229044274072784
1274	2478	0.7198937763997452
864	1114	0.8588940752721347
1971	2278	0.7133834470970369
575	1579	0.9441169199855362
186	1783	0.7091164065876835
2149	2585	0.7479652341054672
704	1536	0.7185219049693691
1666	2316	0.763339052950363
646	908	0.737282967514961
296	848	0.8256874940392912
113	484	0.7043134931466365
210	1464	0.7446538440286887
633	1693	0.7855957193073426
843	1515	0.7139192882533398
2467	2600	0.7417587626003291
382	2015	0.847630696481482
1045	1072	0.839536478951802
1079	2188	0.8946240070087266
974	1329	0.710026683972952
1509	2237	0.8040565179781605
1734	2666	0.7033090705762868
2149	2278	0.8740048054091246
938	2256	0.7165043403013525
125	897	0.9478064828294276
754	2035	0.7445453578520542
353	509	0.7318892694533625
713	1971	0.7247195227524661
104	378	0.8274439259121554
1173	1338	0.761731332398609
450	1417	0.8069217987784063
1747	2256	0.7680990001288828
1786	2496	0.7854864486625946
848	1027	0.7111984516042733
1734	2698	0.7464792349461369
2441	2652	0.8132623368895776
296	1114	0.7073670211761808
2612	2698	0.71196829696425
1038	2325	0.877757894806704
2664	2972	0.7454980219599064
372	1700	0.7215430785643165
2211	2235	0.7012897071767792
432	1510	0.9040480248051094
515	2585	0.7114407619110769
693	816	0.7268619606640311
1529	2623	0.7266641563136211
63	1267	0.8378814847771836
462	1432	0.7903049778403397
304	450	0.7853697442781027
541	1121	0.8353769578262615
498	1417	0.7348022011110052
1532	2496	0.7333420773412125
705	2666	0.7377287556071077
1726	2660	0.8218981395025629
300	2012	0.7428997540927632
213	2151	0.8920247346549914
650	2762	0.7726274296450623
2278	2512	0.7481618047176685
668	1282	0.7023834192990599
848	864	0.7297789899759517
166	983	0.723748534660544
1171	1389	0.7157455339053456
480	2665	0.8678447104366414
587	1303	0.7925421568521398
1058	1700	0.7766310156015901
696	1695	0.9461193638797336
109	2358	0.8562982880555585
2131	2140	0.7095820721268098
652	782	0.7024173721239364
713	2159	0.7443113575931628
1040	1303	0.774467526304653
654	1414	0.855590723067884
597	606	0.9228352327361308
1256	1790	0.7473928052160319
416	832	0.8286969480123687
186	1297	0.8750874113719096
55	801	0.7858344782777756
2273	2678	0.8084859544274923
1479	2379	0.7180658722137249
1160	2245	0.9445925122973823
1216	2018	1.0000000000000002
367	2309	0.9917061002797551
1040	1157	0.7983529121817953
1014	1439	0.7478920227844199
533	2120	0.9284448961656699
703	715	0.7000303642124804
515	2512	0.7850781203807459
990	2020	0.7327494233053287
54	2760	0.833766624677341
879	1453	0.7005829122057979
996	2502	0.8430380196735111
1376	2612	0.7025385334822157
1608	2166	0.7416318646118069
2399	2577	0.7841796752561404
713	2149	0.7515540625718856
1952	2211	0.7302516183114603
789	1113	1.0
602	885	0.7936085751203646
2316	2465	0.771977096483322
138	1841	1.0000000000000002
2159	2585	0.7960926559588724
843	1193	0.8485030972435202
563	1284	0.7166600122014306
279	1623	0.8745785575287697
505	1778	1.0
2159	2278	0.7961842440455369
457	843	0.7968726492977294
584	2194	0.8824141416683672
2359	2427	0.7911050660828426
510	1177	0.794702945222381
24	1674	0.7014454217668613
1887	2154	0.9352612526199195
53	750	0.704561286662601
1535	2150	0.7593884848772245
481	1325	0.7114321158548981
186	342	0.739540986939697
715	2678	0.9602822942349948
502	937	0.811856366747631
1351	2117	0.8116547844124624
1446	2488	0.7051142290477774
228	2325	0.8302647421776392
1532	1786	0.8470441126927425
563	1674	0.7020102038388716
334	1986	0.7216129049252342
1112	2177	0.7530017758167488
921	1674	0.7109017674757098
286	865	0.7021021667937646
53	1047	0.7155609016202301
1497	2246	0.712005916488579
2278	2585	0.7723293605941587
945	1236	0.7070518306811724
562	1140	0.7166088820011787
23	213	1.0
1708	2000	0.8039965113215725
1532	1721	0.826532172454262
540	2246	0.7409308957969362
515	2149	0.7451027361901225
754	2135	0.8235799042191784
156	881	0.7038758545687827
2149	2512	0.7501823007068734
289	1463	0.7964920540197371
369	1214	0.7076396906175072
45	1276	0.7553801577642012
999	1407	0.7485327041763994
1432	1591	0.7472512214397189
1027	1114	0.7674224452778853
2159	2512	0.7101022372230779
1432	2046	0.7320179149008897
848	1890	0.8502890347463177
1355	1733	0.7088400354700787
998	2652	0.7353659589531858
696	1381	0.7112063050986445
1675	1814	0.7357349158437925
448	1584	0.7328162495050278
302	1280	0.7612260882778402
1795	2151	0.7273121816141158
12	1089	0.7082901333066755
1110	2008	0.7500226175261843
2122	2193	0.7237834170890404
63	1961	0.7235115625703094
810	2256	0.7207328600943937
311	2550	1.0
1781	2850	0.7316965965462323
1928	2303	0.920545237053817
1404	2492	1.0
998	1677	0.721098209692121
1971	2159	0.731652617035691
1376	2666	0.7347820471473352
515	2278	0.7398828159239772
1222	1531	0.7732512334219259
1025	1411	0.9687443913104221
1027	1890	0.7013331602654199
1532	1668	0.8257755930527939
810	938	0.8954854254697324
573	1268	0.9043919357086418
2172	2326	0.7887169430168353
1114	1890	0.7005660958455225
140	2789	0.8075280120249948
409	1883	0.8604538463720239
279	378	0.8251721691885556
705	2698	0.725741261127659
922	1650	0.8407194639254227
587	1157	0.7718137724052446
296	1027	0.7158341939040518
1674	1895	0.7346962558227744
1734	2612	0.7313415743511893
1721	2496	0.8193886495815838
705	1734	0.7179338999921863
1268	2246	0.7064983367214328
929	2524	0.7110915676166393
871	1014	1.0
1257	1363	0.7334670169101597
879	1722	0.772459081003575
256	1345	0.7450223623291989
1721	1786	0.7801181944359684
24	1895	0.7362986853704986
428	2631	0.7095507889336956
913	2142	0.7110980747306336
76	344	0.7417256857139792
330	2671	0.8715879980047418
254	2186	0.7115627493178789
2030	2513	0.8877774734432842
769	1674	0.7354375405680666
466	1269	0.7231287962871878
1284	1409	0.7104367682753129
1298	2134	0.75145995493677
1318	1799	0.7094629163459629
941	2181	0.7799540823445008
83	864	0.8746871804694543
299	1153	0.7448542029470747
1790	2224	0.8244189770136013
290	2521	0.7060807022834364
2652	2656	0.8098982073403035
654	1187	0.8914141461145194
2087	2294	0.8073161380636534
874	1059	0.9377519050467019
71	642	0.7501631130702238
481	1813	1.0
998	2441	0.7171675600449834
540	573	0.8746086170749623
205	665	0.7471262571728502
446	1961	0.7189324146242291
859	1228	0.7769910792574708
540	1268	0.8170522874272395
1131	1140	0.7674333165005189
659	2166	0.8006219309796113
659	1581	0.8080917569014743
715	2273	0.787330756431993
588	1308	0.8319260907282522
732	1464	0.7446538440286887
863	1419	0.7288966426800702
1190	1586	0.7517843821967345
728	1597	0.7127828811180383
553	1140	0.710591374657062
1579	1861	0.8377998386897602
1666	2465	0.7348072244484963
5	684	0.7172580027258182
575	1861	0.8424872504263925
108	500	0.716169201702287
34	810	1.0000000000000002
160	1642	1.0
820	1253	0.7991551815909891
868	2111	0.7433582156536493
923	2134	0.8127206703437704
659	1532	0.7105574429850986
1720	1959	0.8809445955620717
2058	2351	1.0
1581	2166	0.7281708600172658
444	974	0.747042037314493
1746	2600	1.0
186	1229	0.7274010923298942
411	835	0.9687460597271864
1284	1674	0.7256127973969211
411	2235	0.701728539572961
2666	2698	0.7424990756536379
70	475	0.7303632129049089
2253	2652	0.7164472767000986
765	1655	0.9256611094653466
775	2079	0.7331488934426069
1643	2350	0.8489372894797205
425	2373	0.7239121918704666
151	749	0.7296755510185805
950	1429	0.7857352041726425
262	1224	0.7407791144173131
849	1740	0.7744113976303206
104	279	0.8390398802084932
1813	1865	0.7427675804422464
14	638	0.7452856073156758
322	1030	0.8588212424634692
876	1267	0.7067588096633489
455	1657	0.923673289440465
1028	1970	0.7222631875735821
2096	2358	0.7036010378711236
1971	2585	0.7272678507750446
1289	1394	0.8691857487933088
864	1027	0.8145331307362875
1256	2224	0.8770190978068599
713	2278	0.796290764660261
501	563	0.7189423033807565
